batsman,bowler,balls_faced,runs_scored,dismissals,strike_rate,avg_dismissal_type,bowler_type
AC Gilchrist,AS Rajpoot,4,9,0,225.0,,Unknown
AC Gilchrist,Anand Rajan,7,10,0,142.85714285714286,,Unknown
AC Gilchrist,B Akhil,12,26,1,216.66666666666666,caught,Unknown
AC Gilchrist,B Lee,29,33,0,113.79310344827587,,Unknown
AC Gilchrist,BJ Hodge,10,14,2,140.0,caught,Unknown
AC Gilchrist,BW Hilfenhaus,10,6,0,60.0,,Unknown
AC Gilchrist,CH Gayle,14,23,0,164.28571428571428,,Unknown
AC Gilchrist,CK Langeveldt,23,40,1,173.91304347826087,caught,Unknown
AC Gilchrist,CRD Fernando,2,0,1,0.0,caught,Unknown
AC Gilchrist,DE Bollinger,13,8,1,61.53846153846154,caught,Unknown
AC Gilchrist,DJ Bravo,25,35,2,140.0,"caught, run out",Unknown
AC Gilchrist,DJ Hussey,3,4,0,133.33333333333331,,Unknown
AC Gilchrist,DJG Sammy,1,0,1,0.0,bowled,Unknown
AC Gilchrist,DP Nannes,25,45,2,180.0,caught,Unknown
AC Gilchrist,DS Kulkarni,10,10,0,100.0,,Unknown
